word_native,word_en,word_sv,word_fr,category_name_native,category_name_en,category_name_sv,category_name_fr,subcategory_name_native,subcategory_name_en,subcategory_name_sv,subcategory_name_fr,difficulty,source,created_by,is_active
frosslunda,Frosslunda,Frösslunda,Frösslunda,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
furuhall_blarror_solbergamarken,Furuhall-Blarror-Solbergamarken,Furuhäll-Blårör-Solbergamarken,Furuhäll-Blårör-Solbergamarken,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gardby,Gardby,Gårdby,Gårdby,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gardslosa,Gardslosa,Gärdslösa,Gärdslösa,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gardstorp,Gardstorp,Gårdstorp,Gårdstorp,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gettlinge,Gettlinge,Gettlinge,Gettlinge,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gillberga,Gillberga,Gillberga,Gillberga,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
glomminge,Glomminge,Glömminge,Glömminge,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
grankulla,Grankulla,Grankulla,Grankulla,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
grankullavik,Grankullavik,Grankullavik,Grankullavik,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
grasgard,Grasgard,Gräsgård,Gräsgård,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
greby,Greby,Greby,Greby,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
greda,Greda,Greda,Greda,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gronhogen,Gronhogen,Grönhögen,Grönhögen,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
gunnarslund,Gunnarslund,Gunnarslund,Gunnarslund,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
hagby,Hagby,Hagby,Hagby,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
hagby_blasinge,Hagby-Blasinge,Hagby-Bläsinge,Hagby-Bläsinge,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
hagelstad,Hagelstad,Hagelstad,Hagelstad,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
hallnas,Hallnas,Hallnäs,Hallnäs,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
halltorp,Halltorp,Halltorp,Halltorp,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
hammarby,Hammarbay,Hammarby,Hammarby,geography,Geography,Geografi,Géographie,villages-öland,Villages on Öland,Byar på Öland,Villages d'Öland,1,seed,,true
