word_native,word_en,word_sv,word_fr,category_name_native,category_name_en,category_name_sv,category_name_fr,subcategory_name_native,subcategory_name_en,subcategory_name_sv,subcategory_name_fr,difficulty,source,created_by,is_active
democratic-republic-of-the-congo,Democratic Republic of the Congo,Demokratiska republiken Kongo,République démocratique du Congo,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
cote-divoire,Cote Divoire,Elfenbenskusten,Côte dIvoire,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
djibouti,Djibouti,Djibouti,Djibouti,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
egypt,Egypt,Egypten,Égypte,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
equatorial-guinea,Equatorial Guinea,Ekvatorialguinea,Guinée équatoriale,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
eritrea,Eritrea,Eritrea,Érythrée,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
eswatini,Eswatini,Eswatini,Eswatini,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
ethiopia,Ethiopia,Etiopien,Éthiopie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
gabon,Gabon,Gabon,Gabon,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
gambia,Gambia,Gambia,Gambie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
ghana,Ghana,Ghana,Ghana,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
guinea,Guinea,Guinea,Guinée,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
guinea-bissau,Guinea-Bissau,Guinea-Bissau,Guinée-Bissau,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
kenya,Kenya,Kenya,Kenya,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
lesotho,Lesotho,Lesotho,Lesotho,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
liberia,Liberia,Liberia,Libéria,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
libya,Libya,Libyen,Libye,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
madagascar,Madagascar,Madagaskar,Madagascar,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
malawi,Malawi,Malawi,Malawi,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
mali,Mali,Mali,Mali,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
mauritania,Mauritania,Mauretanien,Mauritanie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
mauritius,Mauritius,Mauritius,Maurice,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
morocco,Morocco,Marocko,Maroc,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
mozambique,Mozambique,Mocambique,Mozambique,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
namibia,Namibia,Namibia,Namibie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
niger,Niger,Niger,Niger,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
nigeria,Nigeria,Nigeria,Nigéria,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
rwanda,Rwanda,Rwanda,Rwanda,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
sao-tome-and-principe,Sao Tome and Principe,Sao Tome och Principe,Sao Tomé-et-Principe,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
senegal,Senegal,Senegal,Sénégal,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
seychelles,Seychelles,Seychellerna,Seychelles,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
sierra-leone,Sierra Leone,Sierra Leone,Sierra Leone,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
somalia,Somalia,Somalia,Somalie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
south-africa,South Africa,Sydafrika,Afrique du Sud,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
south-sudan,South Sudan,Sydsudan,Soudan du Sud,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
sudan,Sudan,Sudan,Soudan,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
tanzania,Tanzania,Tanzania,Tanzanie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
togo,Togo,Togo,Togo,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
tunisia,Tunisia,Tunisien,Tunisie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
uganda,Uganda,Uganda,Ouganda,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
zambia,Zambia,Zambia,Zambie,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
zimbabwe,Zimbabwe,Zimbabwe,Zimbabwe,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
western-sahara,Western Sahara,Västsahara,Sahara occidental,geography,Geography,Geografi,Géographie,countries-africa,Countries in Africa,Länder i Afrika,Pays d'Afrique,1,seed,,true
