word_native,word_en,word_sv,word_fr,category_name_native,category_name_en,category_name_sv,category_name_fr,subcategory_name_native,subcategory_name_en,subcategory_name_sv,subcategory_name_fr,difficulty,source,created_by,is_active
specialized_e,Specialized E,Specialized E,Specialized E,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
giant_e,Giant E,Giant E,Giant E,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
focus,Focus,Focus,Focus,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
bianchi_croad,Bianchi Croad,Bianchi Croad,Bianchi Croad,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
colnago_c,Colnago C,Colnago C,Colnago C,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
pegasus,Pegasus,Pegasus,Pegasus,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
victoria,Victoria,Victoria,Victoria,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
haibike_e,Haibike E,Haibike E,Haibike E,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
mbk,MBK,MBK,MBK,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
motobecane,Motobecane,Motobecane,Motobécane,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
cleveland,Cleveland,Cleveland,Cleveland,vehicles,Vehicles,Fordon,Véhicules,bicycle-brands,Bicycle Brands,Cykelmärken,Marques de vélos,1,seed,,true
