word_native,word_en,word_sv,word_fr,category_name_native,category_name_en,category_name_sv,category_name_fr,subcategory_name_native,subcategory_name_en,subcategory_name_sv,subcategory_name_fr,difficulty,source,created_by,is_active
kigali,Kigali,Kigali,Kigali,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
sao_tome,Sao Tome,Sao Tome,Sao Tomé,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
dakar,Dakar,Dakar,Dakar,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
victoria,Victoria,Victoria,Victoria,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
freetown,Freetown,Freetown,Freetown,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
mogadishu,Mogadishu,Mogadishu,Mogadishu,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
pretoria,Pretoria,Pretoria,Pretoria,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
juba,Juba,Juba,Juba,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
khartoum,Khartoum,Khartoum,Khartoum,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
dodoma,Dodoma,Dodoma,Dodoma,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
lome,Lome,Lome,Lomé,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
tunis,Tunis,Tunis,Tunis,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
kampala,Kampala,Kampala,Kampala,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
lusaka,Lusaka,Lusaka,Lusaka,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
harare,Harare,Harare,Harare,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
laayoune,Laayoune,Laayoune,Laâyoune,geography,Geography,Geografi,Géographie,capital-cities-africa,Capitals of Africa,Huvudstäder i Afrika,Capitales d'Afrique,1,seed,,true
